Event	ID	Name			Wwise Object Path	Notes
	2541270269	Destruction_VolcanicBoulder_Impact			\Destruction\RegionSpecific\Destruction_VolcanicBoulder_Impact	
	3408705206	Ambient_Region_Desert			\Ambient\SoundBankSpecific\Ambient_Region_Desert	

Switch Group	ID	Name			Wwise Object Path	Notes
	3917897988	Distance_to_Player			\General\Distance_to_Player	

Switch	ID	Name	Switch Group			Notes
	1183803292	Far	Distance_to_Player			
	1451272583	Close	Distance_to_Player			
	2849147824	Medium	Distance_to_Player			

Game Parameter	ID	Name			Wwise Object Path	Notes
	207908541	Time_of_Day			\Ambient\Time_of_Day	
	3917897988	Distance_to_Player			\Generic\Distance_to_Player	

Effect plug-ins	ID	Name	Type				Notes
	464874071	Player_Footstep_wood_run_01	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\iOS\SFX\Character\Footsteps\BAS_Player_Footstep_wood_run_01_F48C7750.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Wood\Player_Footstep_wood_run\Player_Footstep_wood_run_01		1038
	489594571	Player_Footstep_stone_run_01	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\iOS\SFX\Character\Footsteps\BAS_Player_Footstep_stone_run_01_F48C7750.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Stone\Player_Footstep_stone_run\Player_Footstep_stone_run_01		3730
	506839907	Player_Footstep_wood_walk_01	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\iOS\SFX\Character\Footsteps\BAS_Player_Footstep_wood_walk_01_F48C7750.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Wood\Player_Footstep_wood_walk\Player_Footstep_wood_walk_01		1575
	558246075	Player_Footstep_stone_run_03	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\iOS\SFX\Character\Footsteps\BAS_Player_Footstep_stone_run_03_F48C7750.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Stone\Player_Footstep_stone_run\Player_Footstep_stone_run_03		3555
	598636424	Player_Footstep_dirt_walk_02	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\iOS\SFX\Character\Footsteps\BAS_Player_Footstep_dirt_walk_02_F48C7750.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Dirt\Player_Footstep_dirt_walk\Player_Footstep_dirt_walk_02		3740
	769521575	Player_Footstep_dirt_run_02	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\iOS\SFX\Character\Footsteps\BAS_Player_Footstep_dirt_run_02_F48C7750.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Dirt\Player_Footstep_dirt_run\Player_Footstep_dirt_run_02		2136
	797654782	Player_Footstep_wood_run_03	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\iOS\SFX\Character\Footsteps\BAS_Player_Footstep_wood_run_03_F48C7750.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Wood\Player_Footstep_wood_run\Player_Footstep_wood_run_03		1241
	798941566	Player_Footstep_stone_walk_01	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\iOS\SFX\Character\Footsteps\BAS_Player_Footstep_stone_walk_01_F48C7750.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Stone\Player_Footstep_stone_walk\Player_Footstep_stone_walk_01		5168
	844876209	Player_Footstep_stone_walk_02	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\iOS\SFX\Character\Footsteps\BAS_Player_Footstep_stone_walk_02_F48C7750.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Stone\Player_Footstep_stone_walk\Player_Footstep_stone_walk_02		3178
	867802082	Player_Footstep_sand_walk_03	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\iOS\SFX\Character\Footsteps\BAS_Player_Footstep_sand_walk_03_F48C7750.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Sand\Player_Footstep_sand_walk\Player_Footstep_sand_walk_03		4142
	925553325	Player_Footstep_dirt_run_03	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\iOS\SFX\Character\Footsteps\BAS_Player_Footstep_dirt_run_03_F48C7750.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Dirt\Player_Footstep_dirt_run\Player_Footstep_dirt_run_03		2948
	951050489	Player_Footstep_water_walk_02	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\iOS\SFX\Character\Footsteps\BAS_Player_Footstep_water_walk_02_F48C7750.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Water\Player_Footstep_water_walk\Player_Footstep_water_walk_02		6203
	1021735861	Player_Footstep_sand_run_01	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\iOS\SFX\Character\Footsteps\BAS_Player_Footstep_sand_run_01_F48C7750.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Sand\Player_Footstep_sand_run\Player_Footstep_sand_run_01		3396
	1056788053	Player_Footstep_sand_walk_01	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\iOS\SFX\Character\Footsteps\BAS_Player_Footstep_sand_walk_01_F48C7750.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Sand\Player_Footstep_sand_walk\Player_Footstep_sand_walk_01		4706
	1062017509	Player_Footstep_wood_walk_02	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\iOS\SFX\Character\Footsteps\BAS_Player_Footstep_wood_walk_02_F48C7750.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Wood\Player_Footstep_wood_walk\Player_Footstep_wood_walk_02		1691

Streamed Audio	ID	Name	Audio source file	Generated audio file	Wwise Object Path	Notes
	979023528	Ambient_Day_Desert_Short	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\iOS\SFX\Ambient\Ambient_Background\BAS_amb_desert_day_background_loop_01_C130EDF7.wem	979023528.wem	\Actor-Mixer Hierarchy\Default Work Unit\World\Ambient\Ambiences\Ambiences_Background\Ambient_Regions\Ambient_Region_Desert\Ambient_Region_Desert_Day\Ambient_Day_Desert_Short	
	1061806185	Ambient_Desert_Night_Short	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\iOS\SFX\Ambient\Ambient_Background\BAS_amb_desert_night_background_loop_01_F46A62D4.wem	1061806185.wem	\Actor-Mixer Hierarchy\Default Work Unit\World\Ambient\Ambiences\Ambiences_Background\Ambient_Regions\Ambient_Region_Desert\Ambient_Region_Desert_Night\Ambient_Desert_Night_Short	

Plug-in Media	ID	Name	Source file	Type	Wwise Object Path	Notes	Data Size
	299482527	WAG_Desert	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\iOS\Plugins\Wwise Convolution Reverb\AK_Factory_IR\Exteriors\AK Hamburg Volksdorfer Wald_4301E45E.wem	Wwise Convolution Reverb (Shared)	\Effects\Default Work Unit\Reverbs\WAG_Desert		450384

